country,city,line,phase,start_year,end_year,is_regional_rail,length_km,tunnel_pct,tunnel_km,num_stations,is_anglo,ppp_rate,real_cost_2023_musd,cost_per_km_2023_musd
DE,Hamburg,U4,U4 to Elbbrücken,2014.0,2018.0,0.0,1.3,1.0,1.3,1.0,0.0,1.3,293.77494323082243,225.9807255621711
DE,Hamburg,U4,U4 to Horner Geest,2021.0,2027.0,0.0,2.6,1.0,2.6,2.0,0.0,1.4,785.4,302.07692307692304
DE,Hamburg,U5,U5-East,2021.0,2030.0,0.0,5.8,0.93,5.4,5.0,0.0,1.3,3718.0,641.0344827586207
DE,Karlsruhe,Kombilösung,Kombilösung,2010.0,2021.0,1.0,4.8,1.0,4.8,6.0,0.0,1.3,2405.1585661251547,501.07470127607394
DE,Leipzig,City Tunnel,City Tunnel,2003.0,2013.0,1.0,3.6,1.0,3.6,4.0,0.0,1.3,1766.1997092469683,490.6110303463801
DE,Munich,S-Bahn Stammstrecke,S-Bahn Stammstrecke,1965.0,1971.0,1.0,11.4,0.36,4.1,5.0,0.0,0.3532,2783.2951655172415,244.14869872958258
DE,Munich,U3,U3 to Moosach,2004.0,2010.0,0.0,1.7,1.0,1.7,2.0,0.0,1.25,330.65153225106343,194.50090132415494
DE,Munich,Second Trunk Line,Second Trunk Line,2016.0,2028.0,1.0,7.2,1.0,7.2,3.0,0.0,1.35,6117.503882369761,849.6533169958003
DE,Munich,U5,U5 to Pasing,2022.0,2029.0,0.0,3.8,1.0,3.8,3.0,0.0,1.35,1333.8000000000002,351.00000000000006
DE,Nuremberg,U3,U3 extension to Grossreuth,2014.0,2020.0,0.0,1.1,1.0,1.1,1.0,0.0,1.3,111.50362842689294,101.36693493353904
DE,Nuremberg,U3,U3 extension to Gebersdorf,2020.0,2026.0,0.0,2.1,1.0,2.1,2.0,0.0,1.3,216.35112669299184,103.02434604428183
DK,Copenhagen,City Circle Line,City Circle Line,2009.0,2019.0,0.0,15.5,1.0,15.5,17.0,0.0,0.138,4493.767584144363,289.92048929963636
DR,Santo Domingo,Line 1,Line 1,2005.0,2008.0,0.0,14.5,0.66,9.5,16.0,0.0,0.0615,2339.118013342976,161.31848367882597
DR,Santo Domingo,"Line 2a, 2b","Line 2a, 2b",2009.0,2018.0,0.0,16.5,1.0,16.5,18.0,0.0,2.2,3200.671591304651,193.98009644270613
EC,Quito,Metro,Metro,2012.0,2019.0,0.0,22.9,1.0,22.9,15.0,0.0,1.9,4848.429162482761,211.7217974883302
EG,Cairo,Line 1,Line 1,1982.0,1987.0,1.0,44.0,0.1431818181818182,6.3,35.0,0.0,2.5,6524.53886443662,148.28497419174136
EG,Cairo,Line 2,Line 2,1993.0,2005.0,0.0,22.0,0.4318181818181818,9.5,20.0,0.0,1.0,15133.68868407578,687.8949401852627
EG,Cairo,Line 3,Line 3 Phase 1,2006.0,2012.0,0.0,4.3,1.0,4.3,5.0,0.0,0.7142857142857143,4260.831464968746,990.8910383648248
EG,Cairo,Line 6,Line 6,2017.0,,0.0,21.0,0.6523809523809524,13.7,24.0,0.0,3.1,15414.102480417754,734.004880019893
ES,Barcelona,L3,L3 to Trinitat Nova,2001.0,2008.0,0.0,1.9,1.0,1.9,2.0,0.0,1.25,304.4600449973531,160.24212894597534
ES,Barcelona,L2,L2 to Badalona,2006.0,2010.0,0.0,0.7,1.0,0.7,1.0,0.0,1.25,123.83211102492767,176.9030157498967
ES,Barcelona,L5,L5 to Vall d'Hebron,2007.0,2010.0,0.0,2.5,1.0,2.5,3.0,0.0,1.25,566.0896503996694,226.43586015986773
ES,Barcelona,Terrassa tunnel,Terrassa tunnel,2008.0,2015.0,0.0,4.5,1.0,4.5,3.0,0.0,1.3,706.1521239091488,156.92269420203309
ES,Barcelona,Sabadell tunnel,Sabadell tunnel,2006.0,2017.0,0.0,4.4,1.0,4.4,4.0,0.0,1.3,757.2204819973415,172.09556409030486
ES,Barcelona,L9/10,L9/10,2003.0,2026.0,0.0,47.8,0.91,43.7,52.0,0.0,1.3,9962.381810962423,208.41802951804232
ES,Bilbao,Line 3,Line 3,2007.0,2016.0,0.0,5.9,0.95,5.6,7.0,0.0,1.3,491.3128243657169,83.27336006198591
ES,Madrid,1995-98 program,1995-98 program,1995.0,1998.0,0.0,56.0,0.68,38.0,37.0,0.0,1.25,3747.075218068536,66.91205746550958
ES,Madrid,1999-2003 program,1999-2003 program,1999.0,2003.0,0.0,75.0,0.77,58.0,39.0,0.0,1.25,6789.555434782609,90.52740579710145
ES,Madrid,Chamartin-Atocha tunnel,Chamartin-Atocha tunnel,2003.0,2008.0,1.0,7.5,1.0,7.5,3.0,0.0,1.25,1039.100322420635,138.5467096560847
ES,Madrid,Line 2,Line 2 extension,2008.0,2011.0,0.0,4.6,1.0,4.6,4.0,0.0,1.3,572.217545034303,124.39511848571809
ES,Madrid,Line 9,Line 9 extension,2009.0,2015.0,0.0,3.0,1.0,3.0,2.0,0.0,1.3,329.5273683110186,109.84245610367286
ES,Madrid,Line 11,Extension to Conde de Casal,2022.0,2026.0,0.0,7.0,1.0,7.0,5.0,0.0,1.45,725.0,103.57142857142857
ES,Madrid,Eje Transversal,Eje Transversal,2020.0,2028.0,1.0,10.5,1.0,10.5,4.0,0.0,1.4,1064.0,101.33333333333333
ES,Malaga,Lines 1-2,Lines 1-2,2006.0,2014.0,0.0,11.3,0.81,9.2,17.0,0.0,1.3,1580.4103624756942,139.8593241128933
ES,Seville,Line 1,Line 1,2003.0,2009.0,0.0,18.2,0.64,11.6,22.0,0.0,1.25,1685.2317956349207,92.59515360631433
FI,Helsinki,Ring Rail Line,Ring Rail Line,2009.0,2015.0,1.0,18.0,0.44,8.0,5.0,0.0,1.3,1335.0171602045348,74.16762001136306
FI,Helsinki,West Metro,West Metro phase 1,2009.0,2017.0,0.0,13.5,1.0,13.5,8.0,0.0,1.3,1991.1307863682998,147.4911693606148
FI,Helsinki,West Metro,West Metro phase 2,2014.0,2023.0,0.0,7.0,1.0,7.0,5.0,0.0,1.35,1898.6009322719,271.2287046102714
FR,Lyon,Line A,Line A to Vaulx,2005.0,2007.0,0.0,1.0,1.0,1.0,1.0,0.0,1.25,100.13148561507937,100.13148561507937
FR,Lyon,Line B,Line B to Oullins,2009.0,2013.0,0.0,1.8,1.0,1.8,1.0,0.0,1.3,390.93708605444147,217.18727003024526
FR,Lyon,Line B,Line B to Hospital-Sud,2017.0,2023.0,0.0,2.5,1.0,2.5,2.0,0.0,1.3,603.0205995881166,241.20823983524664
FR,Paris,RER D,RER D Gare de Lyon-Les Halles,1991.0,1995.0,1.0,2.5,1.0,2.5,0.0,0.0,1.25,664.4656385869565,265.7862554347826
FR,Paris,Line 14,Line 14,1993.0,2007.0,0.0,9.2,1.0,9.2,9.0,0.0,1.25,2442.1324933827423,265.4491840633416
FR,Paris,Line 13,Line 13 to Courtilles,2005.0,2008.0,0.0,1.9,1.0,1.9,2.0,0.0,1.25,298.50518353174607,157.10799133249793
FR,Paris,Line 8,Line 8 to Pointe-du-Lac,2007.0,2011.0,0.0,1.3,0.0,0.0,1.0,0.0,1.25,161.86806195596517,124.5138938122809
FR,Paris,Line 12,Line 12 to Front Populaire,2007.0,2012.0,0.0,1.5,1.0,1.5,1.0,0.0,1.3,544.6762889385047,363.11752595900316
FR,Paris,Line 4,Line 4 to Montrouge,2008.0,2013.0,0.0,1.5,1.0,1.5,1.0,0.0,1.3,336.6092415709726,224.40616104731504
FR,Paris,Line 12,Line 12 to Aubervilliers,2012.0,2021.0,0.0,1.7,1.0,1.7,2.0,0.0,1.25,330.81175719246033,194.59515128968255
FR,Paris,Line 4,Line 4 to Bagneux,2014.0,2021.0,0.0,1.8,1.0,1.8,2.0,0.0,1.3,669.1715887418367,371.76199374546485
FR,Paris,RER E,RER E extension,2018.0,2022.0,1.0,8.0,1.0,8.0,2.0,0.0,1.3,3105.493523349913,388.18669041873915
FR,Paris,Line 11,Line 11,2016.0,2024.0,0.0,6.3,0.9,5.7,6.0,0.0,1.3,1813.7759293052177,287.9009411595584
FR,Paris,Grand Paris Express,Grand Paris Express,2017.0,2030.0,0.0,200.0,0.8,160.0,68.0,0.0,1.3,62282.39788496215,311.41198942481077
FR,Paris,Line 1,Line 1 extension,2021.0,2030.0,0.0,4.9,1.0,4.9,3.0,0.0,1.3,2238.1525416122713,456.7658248188308
FR,Rennes,Line B,Line B,2014.0,2021.0,0.0,14.0,0.79,11.0,15.0,0.0,1.3,2053.9432605260213,146.71023289471583
FR,Toulouse,Line 3,Line 3,2021.0,2025.0,0.0,27.0,0.6,16.2,21.0,0.0,1.3,4406.624148462337,163.20830179490133
GR,Athens,Line 3,Line 3 to Piraeus,2012.0,2021.0,0.0,7.6,1.0,7.6,6.0,0.0,1.3,1224.612403804889,161.13321102695912
GR,Athens,Line 4,Line 4,2019.0,2027.0,0.0,12.8,1.0,12.8,15.0,0.0,1.3,1726.4,134.875
GR,Thessaloniki,Main line,Main line,2006.0,2020.0,0.0,9.5,1.0,9.5,13.0,0.0,1.3,1860.626230062179,195.85539263812413
GR,Thessaloniki,Kalamaria Extension,Kalamaria Extension,2013.0,2021.0,0.0,4.8,1.0,4.8,5.0,0.0,1.3,916.2689466383812,190.88936388299607
HK,Hong Kong,Modified Initial System,Modified Initial System,1975.0,1980.0,0.0,15.6,0.821,12.8,15.0,0.0,0.9157,25953.977852009903,1663.7165289749937
HK,Hong Kong,Tsuen Wan Line,Tsuen Wan Extension,1978.0,1982.0,0.0,10.5,0.8,8.4,10.0,0.0,0.6209,8954.356068203884,852.7958160194175
HK,Hong Kong,Island Line,Island Line,1981.0,1986.0,0.0,12.5,0.84,10.5,14.0,0.0,0.4907,13132.30010248193,1050.5840081985543
HK,Hong Kong,Eastern Harbour Crossing,Eastern Harbour Crossing,1986.0,1989.0,0.0,4.6,1.0,4.6,1.0,0.0,0.3768,1267.3757821690142,275.5164743845683
HK,Hong Kong,Airport Railway,Airport Railway,1994.0,1998.0,0.0,34.0,0.2353,8.0,9.0,0.0,0.1871,12353.927997450604,363.35082345442953
HK,Hong Kong,Kwung Tong Line,Quarry Bay Congestion Relief Works (Kwung Tong Extension),1997.0,2001.0,0.0,2.1,1.0,2.1,0.0,0.0,0.1823,1033.5908839135654,492.1861351969359
HK,Hong Kong,Tseung Kwan Line,Tseung Kwan O Extension,1999.0,2002.0,0.0,4.0,1.0,4.0,5.0,0.0,0.1886,5339.53980952381,1334.8849523809524
HK,Hong Kong,Penny's Bay Rail Link,Penny's Bay Rail Link (Disneyland Resort Line),2001.0,2005.0,0.0,3.5,0.25,0.875,2.0,0.0,0.2115,700.4834021739131,200.13811490683233
HK,Hong Kong,West Island Line,West Island Line,2009.0,2016.0,0.0,3.0,1.0,3.0,3.0,0.0,0.1834,4502.832895458941,1500.9442984863135
HK,Hong Kong,Kwung Tong Line,Kwun Tong Line extension,2011.0,2016.0,0.0,2.6,1.0,2.6,2.0,0.0,0.1803,1697.9612045141378,653.0620017362069
HK,Hong Kong,South Island Line,South Island Line (East),2011.0,2016.0,0.0,7.0,0.71,5.0,5.0,0.0,0.1803,3985.4922717067957,569.3560388152565
HK,Hong Kong,Sha Tin-Central Link,Sha Tin-Central Link,2012.0,2022.0,1.0,17.0,0.88,15.0,9.0,0.0,0.1664,18057.770224543077,1062.2217779142989
HK,Hong Kong,Tung Chung Line,Tung Chung Line extension,2023.0,2029.0,0.0,1.8,1.0,1.8,1.0,0.0,0.1686,4002.677253746766,2223.7095854148697
HK,Hong Kong,Tuen Mun Line,Tuen Mun South Extension,2023.0,2030.0,0.0,2.4,0.0,0.0,2.0,0.0,0.1715,2513.4183632397676,1047.2576513499034
HU,Budapest,Line 4,Line 4,2006.0,2014.0,0.0,7.4,1.0,7.4,10.0,0.0,0.00792,5002.313202480097,675.9882706054184
ID,Jakarta,MRT first phase,MRT first phase,2013.0,2019.0,0.0,15.7,0.38,5.9,13.0,0.0,0.000213,3725.2578686572474,237.277571252054
IL,Tel Aviv,Red Line,Red Line,2015.0,2022.0,0.0,24.0,0.5,12.0,34.0,0.0,0.268,5723.529784514171,238.48040768809045
IL,Tel Aviv,Green Line,Green Line,2018.0,2024.0,0.0,38.6,0.12,4.6,62.0,0.0,0.268,6310.406899243078,163.48204402184138
IN,Agra,Lines 1 and 2,Lines 1 and 2,2019.0,2026.0,0.0,29.65,0.2591,7.681,27.0,0.0,0.0483,4213.953852329877,142.1232327935878
IN,Ahmadabad,Line,Phase 1,2015.0,2023.0,0.0,40.0,0.16,6.4,33.0,0.0,0.047,7114.08738270417,177.85218456760424
IN,Bangalore,Green line,Phase 1,2006.0,2017.0,0.0,42.3,0.2,8.5,41.0,0.0,0.064,12488.313180017694,295.2319900713403
IN,Bangalore,Green line,Phase 2,2017.0,2024.0,0.0,73.9,0.1867,13.8,62.0,0.0,0.047,16984.707405403944,229.83365907177193
IN,Chennai,Phase 1,Phase 1,2009.0,2019.0,0.0,45.1,0.53,24.0,34.0,0.0,0.054,13900.638686131386,308.21815268584004
IN,Chennai,Phase 1,Phase 1 extension,2016.0,2020.0,0.0,9.1,0.26,2.4,9.0,0.0,0.048,2195.8318135296904,241.300199288977
IN,Chennai,Phase 2,Phase 2,2020.0,2026.0,0.0,118.9,0.36,42.8,128.0,0.0,0.047,32514.6,273.4617325483599
IN,Delhi,Noida Metro,Noida Metro,2015.0,2019.0,0.0,29.7,0.0,0.0,21.0,0.0,0.048,2542.4318968668404,85.60376757127409
IN,Delhi,Phase 3,Phase 3,2012.0,2020.0,0.0,160.6,0.33,53.0,109.0,0.0,0.05,26076.017486989964,162.36623590902843
IN,Delhi,Phase 4,Phase 4 first half,2019.0,2025.0,0.0,61.7,0.36,22.3,46.0,0.0,0.047,12208.55502069331,197.86961135645558
IN,Delhi,Phase 4,Phase 4 second half,2019.0,2025.0,0.0,42.3,0.35,14.7,43.0,0.0,0.047,10538.755159894758,249.14314798805577
IN,Gurgaon,Gurgaon,Phase 1,2009.0,2013.0,0.0,5.5,0.0,0.0,6.0,0.0,0.064,943.2339284872788,171.49707790677797
IN,Gurgaon,Gurgaon,Phase 2,2013.0,2017.0,0.0,6.3,0.0,0.0,5.0,0.0,0.052,1619.7670712227393,257.10588432106977
IN,Hyderabad,Metro,Phase 1,2012.0,2020.0,0.0,72.0,0.0,0.0,66.0,0.0,0.05,11933.813597103419,165.7474110708808
IN,Hyderabad,Airport express,Airport express,2020.0,,0.0,31.0,0.08,2.5,10.0,0.0,0.047,2573.021320577565,83.0006877605666
IN,Jaipur,Metro,Phase 1,2011.0,2020.0,0.0,12.1,0.23,2.8,11.0,0.0,0.064,2730.0033463294494,225.62011126689669
IN,Kanpur,Line 1,Line 1 and 2,2019.0,2022.0,0.0,32.385,0.399,12.921,31.0,0.0,0.0432,5380.719990021036,166.1485252438177
IN,Kochi,Metro,Metro,2013.0,2017.0,0.0,13.0,0.0,0.0,11.0,0.0,0.052,3463.4804770965793,266.4215751612753
IN,Lucknow,Line 1,Line 1,2014.0,2019.0,0.0,22.9,0.15,3.4,22.0,0.0,0.05,4397.7372659964085,192.0409286461314
IN,Mumbai,Monorail,Monorail,2009.0,2019.0,0.0,20.2,0.0,0.0,17.0,0.0,0.054,2085.095802919708,103.22256450097564
IN,Mumbai,Line 2,Line 2A,2016.0,2021.0,0.0,18.6,0.0,0.0,17.0,0.0,0.048,3733.4965317573783,200.7256199869558
IN,Mumbai,Line 7,Line 7,2016.0,2021.0,0.0,16.5,0.0,0.0,14.0,0.0,0.048,3615.841882862684,219.1419322947081
IN,Mumbai,Line 3,Line 3,2016.0,2022.0,0.0,33.5,1.0,33.5,27.0,0.0,0.047,17925.259546971134,535.0823745364519
IN,Mumbai,Line 6,Line 6,2017.0,2022.0,0.0,14.5,0.0,0.0,13.0,0.0,0.05,3533.8053348444005,243.7107127478897
IN,Mumbai,Line 4,Line 4,2018.0,2022.0,0.0,32.3,0.0,0.0,32.0,0.0,0.047,8050.513374856557,249.24190015035782
IN,Mumbai,Line 4,Line 4A,2019.0,2022.0,0.0,2.7,0.0,0.0,2.0,0.0,0.048,468.98649869451697,173.69870322019148
IN,Mumbai,Line 7A + 9,Line 7A + 9,2019.0,2022.0,0.0,13.5,0.16,2.2,11.0,0.0,0.047,3606.656552155821,267.15974460413486
IN,Mumbai,Line 2,Line 2B,2018.0,2023.0,0.0,23.5,0.0,0.0,22.0,0.0,0.047,6078.970371583898,258.6795902801659
IN,Mumbai,Line 5,Line 5,2017.0,2024.0,0.0,24.9,0.0,0.0,16.0,0.0,0.047,4657.168590245392,187.03488314238524
IN,Mumbai,Line 10,Line 10,2020.0,2024.0,0.0,9.2,0.08,0.7,4.0,0.0,0.048,2225.536700131816,241.9061630578061
IN,Mumbai,Line 11,Line 11,2020.0,2026.0,0.0,12.8,0.69,8.8,10.0,0.0,0.048,4126.649442667866,322.39448770842705
IN,Mumbai,Line 12,Line 12,2020.0,2026.0,0.0,20.8,0.0,0.0,17.0,0.0,0.048,2759.642210213176,132.67510626024884
IN,Nagpur,Nagpur,Phase 1,2014.0,2020.0,0.0,38.2,0.0,0.0,40.0,0.0,0.054,6032.877189781021,157.92872224557647
IN,Nagpur,Nagpur,Phase 2,,,0.0,43.8,0.0,0.0,32.0,0.0,0.048,6532.745257440055,149.14943510137113
IN,Patna,,Lines 1 and 2,2019.0,2025.0,0.0,39.6,0.4116,16.3,25.0,0.0,0.0483,6721.426368737251,169.73298910952653
IN,Pune,,Lines 1 and 2,2017.0,2024.0,0.0,33.1,0.1538,5.09,29.0,0.0,0.0492,6614.907578425957,199.84615040561803
IN,Pune,,Line 3,2020.0,2026.0,0.0,23.3,0.0,0.0,23.0,0.0,0.0495,4115.43,176.62789699570817
IN,Surat,Line 1 and 2,Line 1 and 2,2021.0,2023.0,0.0,40.35,0.1603,6.47,38.0,0.0,0.0432,5839.197264122227,144.71368684317787
IR,Tehran,Line 3,Line 3 extension to SW,2012.0,2014.0,0.0,12.0,1.0,12.0,11.0,0.0,0.00012,3139.1406997857976,261.59505831548313
IR,Tehran,Line 7,Line 7,,2019.0,0.0,27.0,1.0,27.0,25.0,0.0,6.4e-05,7160.099216710182,265.1888598781549
IR,Tehran,Line 6,Line 6,,2020.0,0.0,31.0,1.0,31.0,29.0,0.0,6.4e-05,7160.099216710182,230.97094247452202
IT,Brescia,Metro,Metro,2003.0,2013.0,0.0,13.7,0.71,9.7,17.0,0.0,1.3,1317.2906164800306,96.15259974306794
IT,Catania,Galatea-Stesicoro,Galatea-Stesicoro,2001.0,2016.0,0.0,1.9,1.0,1.9,2.0,0.0,1.3,146.64830526930146,77.18331856279025
IT,Catania,Borgo-Nesima,Borgo-Nesima,2007.0,2017.0,0.0,3.1,1.0,3.1,4.0,0.0,1.3,179.42851468243947,57.88016602659337
IT,Catania,Nesima-Monte Po,Nesima-Monte Po,2015.0,2022.0,0.0,1.7,1.0,1.7,2.0,0.0,1.3,146.7042806453026,86.29663567370741
IT,Catania,Monte-Po- MisterbiancoCentro,Monte-Po- MisterbiancoCentro,2019.0,2024.0,0.0,2.1,1.0,2.1,2.0,0.0,1.3,181.26716020223643,86.3176953343983
IT,Catania,Stesicoro-Aeroporto,Stesicoro-Aeroporto,2017.0,2025.0,0.0,6.4,1.0,6.4,8.0,0.0,1.3,641.2833279883778,100.20051999818402
IT,Catania,Misterbianco Centro-Paterno',Misterbianco Centro-Paterno',2022.0,2026.0,0.0,11.5,0.52,6.0,5.0,0.0,1.3,561.6,48.834782608695654
IT,Genova,Principe - De Ferrari,Principe - De Ferrari,1998.0,2006.0,0.0,2.5,1.0,2.5,4.0,0.0,1.3,466.7919466370206,186.71677865480822
IT,Genova,De Ferrari - Brignole,De Ferrari - Brignole,2006.0,2012.0,0.0,1.5,0.87,1.3,1.0,0.0,1.3,369.2720602972913,246.18137353152758
IT,Genova,Brin-Canepari + Brignole Martinez,Brin-Canepari + Brignole Martinez,2020.0,2023.0,0.0,1.5,0.0,0.0,2.0,0.0,1.3,85.27137346021767,56.84758230681178
IT,Milan,Passante Railway,Tunnel Section,1984.0,2004.0,1.0,7.8,0.9,7.8,10.0,0.0,1.3,2310.0256787762905,296.1571383046526
IT,Milan,M1,M1 (Molino Dorino-Rho MilanoFiera),2003.0,2005.0,0.0,2.1,1.0,2.1,2.0,0.0,1.3,199.20961884595025,94.8617232599763
IT,Milan,M1,M2 (Famagosta-Assago),,2011.0,0.0,4.8,0.0,0.0,2.0,0.0,1.3,141.9758422939068,29.57830047789725
IT,Milan,M3,M3 (Maciachini-Comasina),,2011.0,0.0,3.9,1.0,3.9,4.0,0.0,1.3,541.5364270353302,138.85549411162316
IT,Milan,M5,M5 phase 1,2007.0,2013.0,0.0,6.1,1.0,6.1,9.0,0.0,1.3,922.8143265950031,151.28103714672181
IT,Milan,M5,M5 phase 2,2010.0,2015.0,0.0,6.5,1.0,6.5,10.0,0.0,1.3,1295.6809089087694,199.33552444750302
IT,Milan,M1,M1 (Sesto FS - Monza Bettola),2010.0,2022.0,0.0,1.9,1.0,1.9,2.0,0.0,1.3,238.98750638139882,125.78289809547307
IT,Milan,Line 4,Line 4,2015.0,2024.0,0.0,15.2,1.0,15.2,21.0,0.0,1.3,2628.8513454354857,172.95074641022933
IT,Milan,M1,M1 (Bisceglie - Baggio),2022.0,2027.0,0.0,3.3,1.0,3.3,3.0,0.0,1.3,514.8000000000001,156.00000000000003
IT,Milan,M5,M5 (Bignami Moza),2022.0,2029.0,0.0,12.6,1.0,12.6,12.0,0.0,1.3,1625.0,128.96825396825398
IT,Naples,Line 1,Line 1 (Piscinola - Dante),1986.0,2003.0,0.0,13.7,0.7,9.6,14.0,0.0,1.3,4467.2530405508805,326.0768642737869
IT,Naples,MCNE,MCNE (Piscinola- Aversa),2001.0,2009.0,0.0,10.6,1.0,10.6,5.0,0.0,1.3,1239.246280593958,116.9100264711281
IT,Naples,Line 1,Line 1 - city center,1999.0,2021.0,0.0,4.3,1.0,4.3,5.0,0.0,1.3,2824.758586814621,656.9206015847956
IT,Naples,Line 1,Line 6 (Mostra-Municipio),2002.0,2021.0,0.0,3.3,1.0,3.3,4.0,0.0,1.3,1391.1725134369763,421.56742831423526
IT,Naples,Line 1/MCNE (Piscinola-Secondigliano),Line 1/MCNE (Piscinola-Secondigliano),1999.0,2023.0,0.0,3.3,1.0,3.3,4.0,0.0,1.3,710.2763812965477,215.2352670595599
IT,Naples,Line 1,Line 1 airport extension,2014.0,2024.0,0.0,3.5,1.0,3.5,4.0,0.0,1.3,1010.2027920221234,288.6293691491781
IT,Rome,Line C,Line C - section T6a,2007.0,2013.0,0.0,2.8,1.0,2.8,4.0,0.0,1.3,724.808890376784,258.8603179917086
IT,Rome,Line C,Line C - section T4-5,2007.0,2013.0,0.0,7.6,1.0,7.6,9.0,0.0,1.3,2190.7757438456174,288.259966295476
IT,Rome,Line B1,Line B1 extension,2005.0,2015.0,0.0,4.7,1.0,4.7,3.0,0.0,1.3,1312.9336507051578,279.34758525641655
IT,Rome,Line C,Line C - section T3,2013.0,2023.0,0.0,2.7,1.0,2.7,2.0,0.0,1.3,1358.197695006511,503.03618333574474
IT,Turin,Line 1,Line 1 phases 1-3,2000.0,2011.0,0.0,13.2,1.0,13.2,21.0,0.0,1.25,2219.3476446492573,168.13239732191343
IT,Turin,Line 1,Line 1 south (phase 4),2012.0,2021.0,0.0,1.9,1.0,1.9,2.0,0.0,1.3,311.92957455407554,164.1734602916187
IT,Turin,Line 1,Line 1 west (phase 5),2018.0,2024.0,0.0,3.4,1.0,3.4,4.0,0.0,1.3,520.3731062435523,153.0509136010448
IT,Turin,Line 2,Line 2 -phase 1-2,2024.0,2030.0,0.0,9.4,1.0,9.4,13.0,0.0,1.3,2797.770700627099,297.6351809177765
JP,Fukuoka,Nanakuma Line,Nanakuma Line extension,2014.0,2022.0,0.0,1.6,1.0,1.6,2.0,0.0,0.01,712.2862922977057,445.17893268606605
JP,Osaka,Hanshin Namba Line,Hanshin Namba Line,2003.0,2009.0,1.0,3.8,1.0,3.8,3.0,0.0,0.008,1541.647023809524,405.6965852130326
JP,Osaka,Higashi Line,Higashi Line,1999.0,2019.0,1.0,20.3,0.0,0.0,0.0,0.0,0.0087,1482.7693498091237,73.04282511374993
JP,Osaka,Tokaido,Tokaido branch relocation,2015.0,2023.0,1.0,2.4,1.0,2.4,1.0,0.0,0.01,822.3689552799258,342.6537313666357
JP,Osaka,Monorail,Monorail extension,2018.0,2029.0,0.0,8.9,0.0,0.0,4.0,0.0,0.01,1251.4310189042349,140.61022684317246
JP,Tokyo,Yurikamome,Yurikamome,1988.0,1995.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0054,2056.134465198238,171.34453876651986
JP,Tokyo,Tama Monorail,Tama Monorail first phase,1991.0,2000.0,0.0,16.0,0.0,0.0,19.0,0.0,0.006,2905.4655275590553,181.59159547244096
JP,Tokyo,Oedo Line ring,Oedo Line ring,1992.0,2000.0,0.0,27.8,1.0,27.8,27.0,0.0,0.0064,11571.79917214886,416.25176878233304
JP,Tokyo,Minatomirai Line,Minatomirai Line,1993.0,2004.0,1.0,4.1,1.0,4.1,6.0,0.0,0.0063,3026.6442220858894,738.2059078258268
JP,Tokyo,Tsukuba Express,Tsukuba Express,1997.0,2005.0,0.0,58.3,0.28,16.3,20.0,0.0,0.0077,12577.568643478262,215.738741740622
JP,Tokyo,Fukutoshin Line,Fukutoshin Line,2001.0,2008.0,0.0,8.9,1.0,8.9,8.0,0.0,0.0074,2984.1116993118053,335.29344936087693
JP,Tokyo,Tokyo-Ueno Line,Tokyo-Ueno Line,2008.0,2015.0,1.0,3.8,0.0,0.0,0.0,0.0,0.009,487.65540879971905,128.33037073676817
JP,Tokyo,Sotetsu Shin-Yokohama,Sotetsu Shin-Yokohama JR Line,2010.0,2019.0,1.0,2.7,0.78,2.1,1.0,0.0,0.0097,1390.8103843944307,515.1149571831224
JP,Tokyo,Sotetsu Shin-Yokohama,Sotetsu Shin-Yokohama Tokyu Line,2010.0,2022.0,1.0,10.0,0.8,8.0,2.0,0.0,0.0095,3507.2716429104153,350.7271642910415
JP,Tokyo,Monorail,Monorail to Tokyo Station,2015.0,2025.0,1.0,3.0,0.0,0.0,,0.0,0.01,1289.1596184088005,429.7198728029335
JP,Tokyo,Haneda express line,Haneda express line,2022.0,2029.0,1.0,5.6,1.0,5.6,2.0,0.0,0.01,3000.0,535.7142857142858
KR,Busan,Line 1,Line 1 extension,2009.0,2017.0,0.0,8.0,1.0,8.0,6.0,0.0,0.00115,1442.5005503161528,180.3125687895191
KR,Incheon,Line 2,Line 2,2009.0,2016.0,0.0,29.1,0.7835,22.8,27.0,0.0,0.00117,3818.2042869587185,131.20976931129618
KR,Seoul,Sinbundang,Sinbundang Phase 1,2005.0,2011.0,0.0,17.3,1.0,17.3,6.0,0.0,0.0013,2573.9612529182873,148.78388745192413
KR,Seoul,Ui Light Metro,Ui Light Metro,2009.0,2017.0,0.0,11.4,1.0,11.4,13.0,0.0,0.001,1192.2194782728143,104.58065598884336
KR,Seoul,Sinbundang,Sinbundang Phase 2,2011.0,2018.0,0.0,12.8,1.0,12.8,7.0,0.0,0.0013,2014.9477743055554,157.41779486762152
KR,Seoul,Gimpo Urban Railway,Gimpo Urban Railway,2014.0,2019.0,0.0,23.7,1.0,23.7,10.0,0.0,0.00116,2437.732799026695,102.85792400956518
KR,Seoul,Line 5 Hanam Line,Line 5 Hanam Line,2014.0,2020.0,0.0,7.7,1.0,7.7,5.0,0.0,0.001,1219.4543978459528,158.37070101895492
KR,Seoul,Line 7,Line 7 extension,2014.0,2021.0,0.0,3.9,1.0,3.9,2.0,0.0,0.0011,590.8449233844647,151.49869830370892
